,Lat,Lon
69,40.8039448,-73.9323547
70,40.7024415,-74.0128371
71,40.7472719,-73.9758369
72,40.7369806,-73.9748941
73,40.8179052,-73.9342568
74,40.7896936,-73.9373914
75,40.8363811,-73.9445746
76,40.8370771,-73.9442977
77,40.8377866,-73.9440172
78,40.8384634,-73.9437512
79,40.8391740,-73.9434650
80,40.8428100,-73.9420130
81,40.8434430,-73.9416398
82,40.8440490,-73.9411420
83,40.8446860,-73.9407950
84,40.8453690,-73.9405180
85,40.8460480,-73.9402410
86,40.8465190,-73.9400610
87,40.8472100,-73.9397790
88,40.8478380,-73.9395240
89,40.8499781,-73.9386594
90,40.8521280,-73.9378190
91,40.8533800,-73.9374350
92,40.8551250,-73.9369033
93,40.8571090,-73.9356020
94,40.7054111,-74.0044746
95,40.7136499,-74.0036256
96,40.7142983,-74.0026161
97,40.7151767,-74.0021357
98,40.7157471,-74.0016907
99,40.7169300,-74.0008180
100,40.7186723,-73.9994292
101,40.7189130,-73.9992340
102,40.7208360,-73.9976550
103,40.7152132,-73.9842544
104,40.7206493,-73.9813183
105,40.7396730,-73.9909450
106,40.7410305,-73.9941671
107,40.7422280,-73.9970070
108,40.7434266,-73.9998517
109,40.7446399,-74.0027323
110,40.7458160,-74.0055350
111,40.7435682,-73.9923179
112,40.7447650,-73.9951595
113,40.7459612,-73.9980000
114,40.7471747,-74.0008813
115,40.7483550,-74.0036840
116,40.8722414,-73.9126036
117,40.7142522,-73.9808919
118,40.7636600,-73.9734640
119,40.8561820,-73.9287160
120,40.8578410,-73.9320430
121,40.7453010,-73.9868460
122,40.7466590,-73.9900670
123,40.7478553,-73.9929106
124,40.7490521,-73.9957492
125,40.7502567,-73.9986260
126,40.8134264,-73.9371368
127,40.8622107,-73.9296676
128,40.8626215,-73.9286059
129,40.8629260,-73.9277660
130,40.8632380,-73.9269230
131,40.7617963,-73.9574532
132,40.7624221,-73.9569952
133,40.7630478,-73.9565374
134,40.7636674,-73.9560840
135,40.7642963,-73.9556238
136,40.7649208,-73.9551668
137,40.7655540,-73.9547034
138,40.7668593,-73.9537482
139,40.7675414,-73.9532490
140,40.7681847,-73.9527843
141,40.7688236,-73.9523229
142,40.7694526,-73.9518686
143,40.7700762,-73.9514149
144,40.7707103,-73.9509381
145,40.7720657,-73.9499424
146,40.7726941,-73.9494862
147,40.7733430,-73.9490092
148,40.7739762,-73.9485506
149,40.7746141,-73.9480817
150,40.7752458,-73.9476241
151,40.7759290,-73.9471220
152,40.7766012,-73.9466301
153,40.7772273,-73.9461727
154,40.7778572,-73.9457131
155,40.7784828,-73.9452574
156,40.7791460,-73.9447758
157,40.7797706,-73.9443355
158,40.7812798,-73.9759984
159,40.7824641,-73.9788209
160,40.7832069,-73.9805809
161,40.7836714,-73.9816869
162,40.7843570,-73.9833075
163,40.8474237,-73.9313827
164,40.8486260,-73.9342390
165,40.8495410,-73.9363970
166,40.8513418,-73.9402247
167,40.7413644,-73.9891371
168,40.7422189,-73.9891005
169,40.7514440,-73.9876732
170,40.7521844,-73.9875229
171,40.7558122,-73.9864171
172,40.7671415,-73.9817620
173,40.7058713,-74.0132769
174,40.7074505,-74.0119439
175,40.7082967,-74.0112329
176,40.7097980,-74.0099714
177,40.7103215,-74.0095316
178,40.7104064,-74.0094602
179,40.7108847,-74.0090583
180,40.7113899,-74.0086338
181,40.7146812,-74.0058865
182,40.7152360,-74.0054200
183,40.7157600,-74.0049760
184,40.7162869,-74.0045303
185,40.7166598,-74.0042041
186,40.7174490,-74.0035330
187,40.7180338,-74.0030430
188,40.7191530,-74.0020910
189,40.7199380,-74.0014250
190,40.7230210,-73.9988120
191,40.7242350,-73.9977850
192,40.7272110,-73.9952700
193,40.7278266,-73.9947496
194,40.7284120,-73.9942520
195,40.7290080,-73.9937470
196,40.7295800,-73.9932620
197,40.7300790,-73.9928410
198,40.7306011,-73.9923997
199,40.7311660,-73.9919210
200,40.7317445,-73.9914619
201,40.7324490,-73.9912890
202,40.7332140,-73.9911140
203,40.7339780,-73.9909450
204,40.7347805,-73.9907168
205,40.7689456,-73.9822067
206,40.7714459,-73.9822732
207,40.7747353,-73.9823166
208,40.7755452,-73.9822846
209,40.7763504,-73.9822527
210,40.7771406,-73.9822215
211,40.7795997,-73.9818489
212,40.7803332,-73.9816348
213,40.7810582,-73.9814257
214,40.7818019,-73.9811764
215,40.7825164,-73.9809212
216,40.7852008,-73.9791229
217,40.7858192,-73.9786487
218,40.7864652,-73.9781723
219,40.7876892,-73.9771797
220,40.7889950,-73.9760614
221,40.7896182,-73.9755987
222,40.7908742,-73.9746797
223,40.7915093,-73.9742130
224,40.7921407,-73.9737576
225,40.7927710,-73.9732956
226,40.7933947,-73.9728492
227,40.7953835,-73.9714047
228,40.7959957,-73.9709211
229,40.7966222,-73.9704634
230,40.7972533,-73.9700079
231,40.7978881,-73.9695604
232,40.7985082,-73.9691157
233,40.7991422,-73.9686501
234,40.7998293,-73.9683196
235,40.8005442,-73.9680997
236,40.8022513,-73.9679079
237,40.8036112,-73.9672429
238,40.8048633,-73.9663136
239,40.8054904,-73.9658601
240,40.8061176,-73.9654027
241,40.8067507,-73.9649437
242,40.8073825,-73.9644822
243,40.8112589,-73.9616861
244,40.8151825,-73.9588379
245,40.8163677,-73.9579743
246,40.8169955,-73.9575149
247,40.8176120,-73.9570651
248,40.8182375,-73.9566189
249,40.8188666,-73.9561585
250,40.8214465,-73.9542759
251,40.8220806,-73.9538135
252,40.8226980,-73.9533594
253,40.8233180,-73.9529044
254,40.8239402,-73.9524477
255,40.8245785,-73.9519855
256,40.8251983,-73.9515358
257,40.8258119,-73.9510825
258,40.8271631,-73.9500994
259,40.8277858,-73.9496453
260,40.8284141,-73.9491840
261,40.8290241,-73.9487404
262,40.8296535,-73.9482817
263,40.8302751,-73.9478285
264,40.8309006,-73.9473687
265,40.8315246,-73.9469124
266,40.8328285,-73.9459609
267,40.8334857,-73.9454810
268,40.8359959,-73.9436514
269,40.8366143,-73.9431927
270,40.8372479,-73.9427349
271,40.8378398,-73.9422972
272,40.8384885,-73.9418259
273,40.8399295,-73.9407749
274,40.8416657,-73.9392736
275,40.8424360,-73.9392550
276,40.8432230,-73.9391770
277,40.8439420,-73.9390250
278,40.8446886,-73.9388653
279,40.8454318,-73.9386774
280,40.8461930,-73.9384510
281,40.8469340,-73.9382270
282,40.8475580,-73.9380360
283,40.8477110,-73.9379750
284,40.8507740,-73.9354260
285,40.8514340,-73.9350830
286,40.8520580,-73.9347760
287,40.8527290,-73.9344300
288,40.8532000,-73.9341930
289,40.8541572,-73.9337034
290,40.8553350,-73.9333120
291,40.8565030,-73.9327610
292,40.8582710,-73.9318180
293,40.8606410,-73.9307710
294,40.8634187,-73.9300194
295,40.8646634,-73.9289023
296,40.8650857,-73.9281099
297,40.8660250,-73.9258720
298,40.8684820,-73.9185610
299,40.8688850,-73.9175940
300,40.8693238,-73.9167458
301,40.8704145,-73.9151316
302,40.8717140,-73.9132764
303,40.8756380,-73.9082537
304,40.7353130,-73.9941180
305,40.7366680,-73.9973410
306,40.7378614,-74.0001742
307,40.7387436,-74.0024001
308,40.7390953,-74.0030301
309,40.7414704,-74.0087400
310,40.8429382,-73.9346816
311,40.8441370,-73.9375180
312,40.8108560,-73.9390180
313,40.8121691,-73.9421726
314,40.8134246,-73.9451819
315,40.8145800,-73.9479470
316,40.8032280,-73.9445970
317,40.7143830,-74.0101280
318,40.7149040,-74.0113427
319,40.7142842,-73.9939481
320,40.7153550,-73.9934000
321,40.7176680,-73.9922172
322,40.7195624,-73.9912489
323,40.7385065,-73.9917962
324,40.7398600,-73.9950180
325,40.7410560,-73.9978620
326,40.7422581,-74.0006951
327,40.7434761,-74.0035806
328,40.7711470,-73.9679940
329,40.7704757,-73.9663887
330,40.7697610,-73.9646697
331,40.7691229,-73.9631538
332,40.7684519,-73.9615495
333,40.7675129,-73.9593042
334,40.7665220,-73.9569348
335,40.8113269,-73.9640143
336,40.8045555,-73.9477370
337,40.8067090,-73.9528570
338,40.8069810,-73.9535000
339,40.7198216,-73.9921032
340,40.7191021,-73.9897320
341,40.7188740,-73.9889804
342,40.7186264,-73.9881645
343,40.7183868,-73.9873747
344,40.7165394,-74.0066823
345,40.7171217,-74.0079572
346,40.7175980,-74.0090000
347,40.7056240,-74.0067660
348,40.7434510,-73.9881940
349,40.7427711,-73.9865977
350,40.7420643,-73.9849234
351,40.7414058,-73.9833636
352,40.7407284,-73.9817590
353,40.7397899,-73.9795355
354,40.7387960,-73.9771480
355,40.8688890,-73.9156810
356,40.7667670,-73.9711890
357,40.7660912,-73.9695848
358,40.7653743,-73.9678596
359,40.7647323,-73.9663588
360,40.7640570,-73.9647558
361,40.7631130,-73.9625150
362,40.7754205,-73.9839608
363,40.7132584,-74.0092662
364,40.7206316,-73.9949663
365,40.7208958,-73.9957503
366,40.7211736,-73.9965747
367,40.7215815,-73.9977854
368,40.7744130,-73.9656245
369,40.7737351,-73.9640105
370,40.7730162,-73.9622940
371,40.7723778,-73.9607795
372,40.7717042,-73.9591761
373,40.7707623,-73.9569342
374,40.7697674,-73.9545659
375,40.7182987,-74.0053609
376,40.7190194,-74.0051717
377,40.7206388,-74.0052198
378,40.7210250,-74.0052480
379,40.7222274,-74.0053546
380,40.7236250,-74.0047860
381,40.7241730,-74.0045750
382,40.7255130,-74.0040310
383,40.7262500,-74.0037300
384,40.7269580,-74.0034450
385,40.7276640,-74.0031550
386,40.7297532,-74.0021622
387,40.7305503,-74.0017000
388,40.7310650,-74.0014130
389,40.7317060,-74.0009540
390,40.7323150,-74.0005110
391,40.7329290,-74.0000660
392,40.7347840,-73.9987140
393,40.7350306,-73.9985393
394,40.7353910,-73.9982740
395,40.7360320,-73.9978050
396,40.7373610,-73.9968400
397,40.7380440,-73.9963370
398,40.7386860,-73.9958740
399,40.7392720,-73.9954460
400,40.7404420,-73.9945930
401,40.7416174,-73.9937398
402,40.7422328,-73.9932916
403,40.7441860,-73.9918710
404,40.7448072,-73.9914152
405,40.7454210,-73.9909680
406,40.7460380,-73.9905180
407,40.7485163,-73.9887000
408,40.7491303,-73.9882543
409,40.7504635,-73.9872829
410,40.7523170,-73.9859470
411,40.7529350,-73.9854880
412,40.7535585,-73.9850397
413,40.7541770,-73.9845960
414,40.7555160,-73.9836240
415,40.7561421,-73.9831665
416,40.7580163,-73.9817975
417,40.7586450,-73.9813410
418,40.7605248,-73.9799722
419,40.7611421,-73.9795173
420,40.7630230,-73.9781397
421,40.7636462,-73.9776851
422,40.7650275,-73.9766802
423,40.7910468,-73.9513728
424,40.7903177,-73.9496354
425,40.7896812,-73.9481484
426,40.7890027,-73.9465505
427,40.7880638,-73.9443183
428,40.7870603,-73.9419364
429,40.7172851,-74.0090579
430,40.7141186,-74.0034172
431,40.7160130,-74.0070959
432,40.7166018,-74.0083657
433,40.7169452,-74.0091064
434,40.7501781,-74.0060705
435,40.7507886,-74.0056363
436,40.7513932,-74.0051843
437,40.7520155,-74.0047377
438,40.7576816,-74.0006308
439,40.7582984,-74.0001819
440,40.7640036,-73.9960052
441,40.7646309,-73.9955449
442,40.7665050,-73.9941730
443,40.7671343,-73.9937004
444,40.7690142,-73.9923444
445,40.7696438,-73.9918904
446,40.7709763,-73.9909131
447,40.7716213,-73.9904588
448,40.7294709,-74.0051447
449,40.7303210,-74.0046880
450,40.7307190,-74.0044600
451,40.7311289,-74.0042257
452,40.7318924,-74.0037892
453,40.7332265,-74.0030292
454,40.7336094,-74.0028114
455,40.7343413,-74.0023950
456,40.7350834,-74.0019682
457,40.7355352,-74.0016967
458,40.7357944,-74.0015452
459,40.7365640,-74.0010950
460,40.7334370,-73.9954890
461,40.7312807,-73.9903509
462,40.7307238,-73.9890529
463,40.7297790,-73.9868120
464,40.7287826,-73.9844396
465,40.7278460,-73.9822280
466,40.7268660,-73.9799060
467,40.7258829,-73.9775364
468,40.7248770,-73.9751640
469,40.8506450,-73.9373650
470,40.7175925,-73.9754056
471,40.7741202,-73.9886361
472,40.7747491,-73.9881847
473,40.7760287,-73.9872606
474,40.7784880,-73.9854454
475,40.7791214,-73.9849974
476,40.7804962,-73.9839851
477,40.7811340,-73.9835331
478,40.7817679,-73.9830719
479,40.7823951,-73.9825954
480,40.7830301,-73.9821288
481,40.7856590,-73.9802226
482,40.7862926,-73.9797618
483,40.7869385,-73.9792937
484,40.7881993,-73.9783730
485,40.7895628,-73.9773744
486,40.7901743,-73.9769232
487,40.7914402,-73.9760046
488,40.7920701,-73.9755518
489,40.7927051,-73.9750902
490,40.7933315,-73.9746353
491,40.7939616,-73.9741855
492,40.7959364,-73.9727130
493,40.7965558,-73.9722592
494,40.7971871,-73.9718112
495,40.7978216,-73.9713467
496,40.7984506,-73.9708877
497,40.7990808,-73.9704307
498,40.7996987,-73.9699736
499,40.8003317,-73.9695099
500,40.8009593,-73.9690678
501,40.8023337,-73.9681074
502,40.7407313,-74.0089600
503,40.7272967,-73.9936333
504,40.7264167,-73.9918576
505,40.8609560,-73.9265020
506,40.8000660,-73.9510418
507,40.8013253,-73.9540275
508,40.8024915,-73.9567862
509,40.8636910,-73.9170630
510,40.7878728,-73.9674799
511,40.7353127,-73.9898332
512,40.7339789,-73.9866821
513,40.7330330,-73.9844410
514,40.7320287,-73.9820610
515,40.7366910,-73.9931200
516,40.7387661,-74.0034031
517,40.7622928,-73.9744609
518,40.7648393,-73.9805314
519,40.7660319,-73.9833766
520,40.7672471,-73.9862074
521,40.7684455,-73.9890489
522,40.7149352,-74.0079521
523,40.7155224,-74.0092214
524,40.7163041,-74.0109232
525,40.8266450,-73.9430590
526,40.7673940,-73.9707280
527,40.7667187,-73.9691270
528,40.7660014,-73.9674105
529,40.7653573,-73.9658998
530,40.7646823,-73.9642995
531,40.7637382,-73.9620616
532,40.7627399,-73.9596951
533,40.8678058,-73.9300052
534,40.7699010,-73.9689040
535,40.7692257,-73.9673032
536,40.7685000,-73.9655883
537,40.7678636,-73.9640743
538,40.7671877,-73.9624720
539,40.7662424,-73.9602282
540,40.7652450,-73.9578668
541,40.7029687,-74.0115091
542,40.7017938,-74.0111561
543,40.7119737,-73.9977759
544,40.7216919,-73.9892727
545,40.7216077,-73.9889948
546,40.7209878,-73.9869480
547,40.7228307,-73.9931529
548,40.7224082,-73.9916591
549,40.7190700,-73.9933600
550,40.7174090,-73.9878790
551,40.7182690,-73.9907160
552,40.7183480,-73.9909740
553,40.7245757,-74.0077807
554,40.7233191,-74.0029712
555,40.7229283,-74.0021754
556,40.7225511,-74.0014071
557,40.7221828,-74.0006571
558,40.7214210,-73.9990310
559,40.7194534,-73.9943861
560,40.7340688,-73.9996618
561,40.7346880,-73.9999730
562,40.7353213,-74.0003548
563,40.7376609,-74.0017550
564,40.7381296,-74.0020342
565,40.8394631,-73.9372062
566,40.8402585,-73.9396778
567,40.7168256,-73.9977531
568,40.7190623,-73.9964715
569,40.7247613,-73.9941439
570,40.7971010,-73.9490776
571,40.7966362,-73.9494082
572,40.7528140,-73.9813720
573,40.7521385,-73.9797698
574,40.7507747,-73.9765352
575,40.7500989,-73.9749257
576,40.7491570,-73.9726920
577,40.7769053,-73.9754750
578,40.7781168,-73.9783209
579,40.7792922,-73.9811304
580,40.7810789,-73.9853738
581,40.8204537,-73.9362503
582,40.7987264,-73.9595472
583,40.7999229,-73.9624001
584,40.8011165,-73.9652075
585,40.8667430,-73.9287220
586,40.8672563,-73.9293463
587,40.7573640,-73.9606710
588,40.8032558,-73.9526176
589,40.8041900,-73.9527230
590,40.8050280,-73.9527600
591,40.8058700,-73.9528070
592,40.8075500,-73.9529040
593,40.8083960,-73.9529520
594,40.8092370,-73.9530050
595,40.8100940,-73.9530790
596,40.8114420,-73.9521010
597,40.8120080,-73.9515060
598,40.8125750,-73.9509270
599,40.8131590,-73.9503500
600,40.8156920,-73.9486770
601,40.8163740,-73.9483560
602,40.8178547,-73.9476667
603,40.8185359,-73.9473494
604,40.8192188,-73.9470312
605,40.8199030,-73.9467125
606,40.8205827,-73.9463959
607,40.8253320,-73.9438130
608,40.8259560,-73.9433570
609,40.8273441,-73.9427817
610,40.8294451,-73.9419432
611,40.8301600,-73.9416670
612,40.8323747,-73.9408792
613,40.8330980,-73.9406530
614,40.8337860,-73.9403600
615,40.8344923,-73.9400480
616,40.8350754,-73.9397872
617,40.8358221,-73.9398835
618,40.8361153,-73.9400362
619,40.8369643,-73.9401714
620,40.8377140,-73.9399940
621,40.8395698,-73.9398826
622,40.8422610,-73.9388329
623,40.8429055,-73.9384302
624,40.8435010,-73.9379820
625,40.8447880,-73.9370430
626,40.8454340,-73.9365700
627,40.8461050,-73.9360780
628,40.8467270,-73.9356220
629,40.8498950,-73.9333100
630,40.8505060,-73.9328610
631,40.8510950,-73.9324330
632,40.8516960,-73.9319950
633,40.8523800,-73.9314950
634,40.8536850,-73.9305390
635,40.8543100,-73.9300820
636,40.8549080,-73.9296440
637,40.8568009,-73.9282660
638,40.7072869,-74.0013172
639,40.7088460,-74.0025030
640,40.7074429,-74.0010232
641,40.7953595,-73.9694218
642,40.8322331,-73.9424802
643,40.7846024,-73.9419556
644,40.7836560,-73.9434977
645,40.7134688,-73.9972984
646,40.7136968,-73.9945593
647,40.7137475,-73.9939452
648,40.7138283,-73.9929765
649,40.7141843,-73.9886960
650,40.7143170,-73.9871695
651,40.7144660,-73.9853259
652,40.7145143,-73.9847056
653,40.7827169,-73.9712389
654,40.7839051,-73.9740816
655,40.7850879,-73.9769058
656,40.7869170,-73.9812290
657,40.7208693,-74.0039188
658,40.7219950,-74.0029710
659,40.7266087,-73.9990701
660,40.7509590,-73.9827240
661,40.7535170,-73.9887870
662,40.7547070,-73.9916330
663,40.7559104,-73.9944724
664,40.7571006,-73.9973146
665,40.8173165,-73.9386193
666,40.8185035,-73.9414661
667,40.8196730,-73.9442310
668,40.8220613,-73.9499097
669,40.7027132,-74.0122117
670,40.7549743,-73.9765158
671,40.7513638,-73.9679547
672,40.8175891,-73.9531759
673,40.8200156,-73.9589081
674,40.8127828,-73.9417258
675,40.8140578,-73.9447402
676,40.8152070,-73.9474890
677,40.8070890,-73.9417710
678,40.8064077,-73.9401550
679,40.8050469,-73.9369273
680,40.8043853,-73.9353347
681,40.8034327,-73.9330838
682,40.8025176,-73.9308884
683,40.7295611,-73.9898997
684,40.7286043,-73.9876651
685,40.7275990,-73.9853070
686,40.7266660,-73.9830900
687,40.7871708,-73.9717021
688,40.7883489,-73.9745254
689,40.7906174,-73.9798733
690,40.7872254,-73.9562677
691,40.7865547,-73.9546527
692,40.7858314,-73.9529351
693,40.7851964,-73.9514271
694,40.7845271,-73.9498372
695,40.7835688,-73.9475880
696,40.7825675,-73.9452196
697,40.7289400,-73.9903444
698,40.7279920,-73.9881146
699,40.7269880,-73.9857530
700,40.7260530,-73.9835350
701,40.7250730,-73.9812110
702,40.7240764,-73.9788469
703,40.7230780,-73.9764770
704,40.8270794,-73.9519791
705,40.7408800,-73.9900700
706,40.7434310,-73.9961290
707,40.7446300,-73.9989693
708,40.7458555,-74.0018592
709,40.7470230,-74.0046530
710,40.8242288,-73.9373192
711,40.8253790,-73.9400540
712,40.8277683,-73.9457415
713,40.8295858,-73.9500819
714,40.8147543,-73.9402901
715,40.7961696,-73.9476327
716,40.7954295,-73.9458928
717,40.7948095,-73.9444159
718,40.7941324,-73.9428059
719,40.7931826,-73.9405670
720,40.7921784,-73.9382001
721,40.7583702,-73.9943941
722,40.7440672,-73.9877451
723,40.7466180,-73.9938130
724,40.7502203,-74.0023198
725,40.7523939,-74.0075669
726,40.7108160,-73.9832550
727,40.7203782,-74.0059661
728,40.7909541,-73.9491739
729,40.7903168,-73.9476849
730,40.7896375,-73.9460871
731,40.7923470,-73.9525220
732,40.7916750,-73.9509170
733,40.7876920,-73.9414780
734,40.7886856,-73.9438642
735,40.7491020,-73.9840760
736,40.7484320,-73.9824730
737,40.7477162,-73.9807612
738,40.7470680,-73.9792380
739,40.7463908,-73.9776265
740,40.7460357,-73.9767914
741,40.7454420,-73.9753940
742,40.7451721,-73.9747494
743,40.7444495,-73.9730240
744,40.8417005,-73.9355668
745,40.8410606,-73.9360326
746,40.8025990,-73.9450520
747,40.8019180,-73.9434367
748,40.8011826,-73.9416923
749,40.8005566,-73.9402073
750,40.7998809,-73.9386046
751,40.7989350,-73.9363610
752,40.7979349,-73.9339889
753,40.7705324,-73.9801203
754,40.7711614,-73.9796618
755,40.7736617,-73.9778392
756,40.7742903,-73.9773811
757,40.7749212,-73.9769212
758,40.7755479,-73.9764644
759,40.7775454,-73.9750084
760,40.7781717,-73.9745519
761,40.7788119,-73.9740852
762,40.7833527,-73.9707754
763,40.7884813,-73.9670360
764,40.7891235,-73.9665690
765,40.7897401,-73.9660940
766,40.7903716,-73.9656281
767,40.7909938,-73.9651780
768,40.7930221,-73.9637204
769,40.7948590,-73.9623766
770,40.7954892,-73.9619156
771,40.7961189,-73.9614548
772,40.7967466,-73.9609956
773,40.7973764,-73.9605349
774,40.7993567,-73.9590861
775,40.7999836,-73.9586275
776,40.7999610,-73.9469740
777,40.7992849,-73.9453606
778,40.7985675,-73.9436045
779,40.7979504,-73.9421168
780,40.7972580,-73.9405241
781,40.7953221,-73.9359046
782,40.8619360,-73.9207740
783,40.7171195,-73.9985963
784,40.7193413,-73.9972983
785,40.7250181,-73.9948703
786,40.7802255,-73.9613814
787,40.7795420,-73.9597740
788,40.7788199,-73.9580586
789,40.7781812,-73.9565451
790,40.7775056,-73.9549422
791,40.7765623,-73.9527041
792,40.7755591,-73.9503323
793,40.7375429,-74.0047793
794,40.7381289,-74.0041378
795,40.7397447,-74.0024906
796,40.7404441,-74.0019879
797,40.7410800,-74.0015550
798,40.7416736,-74.0011226
799,40.7428467,-74.0002679
800,40.7465800,-73.9975495
801,40.7471981,-73.9970994
802,40.7484350,-73.9961920
803,40.7528582,-73.9929759
804,40.7553300,-73.9911770
805,40.7559486,-73.9907278
806,40.7585323,-73.9888429
807,40.7604088,-73.9874753
808,40.7610365,-73.9870177
809,40.7629156,-73.9856481
810,40.7635400,-73.9851929
811,40.7654145,-73.9838267
812,40.7674049,-73.9823991
813,40.8012376,-73.9577057
814,40.8018645,-73.9572460
815,40.8031150,-73.9563210
816,40.8037440,-73.9558610
817,40.8050960,-73.9548740
818,40.8063530,-73.9539570
819,40.8076100,-73.9530400
820,40.8082380,-73.9525850
821,40.8088651,-73.9521304
822,40.8094996,-73.9516742
823,40.8114780,-73.9502160
824,40.8121030,-73.9497570
825,40.8139380,-73.9484190
826,40.8158300,-73.9470340
827,40.8171750,-73.9460550
828,40.8178000,-73.9455980
829,40.8184240,-73.9451410
830,40.8190470,-73.9446870
831,40.8202938,-73.9437782
832,40.8209170,-73.9433220
833,40.8215420,-73.9428650
834,40.8221640,-73.9424110
835,40.8235070,-73.9414260
836,40.8241320,-73.9409710
837,40.8247570,-73.9405150
838,40.8260002,-73.9396033
839,40.8266260,-73.9391490
840,40.8272510,-73.9386920
841,40.8278770,-73.9382370
842,40.8285000,-73.9377820
843,40.7131973,-73.9923728
844,40.7137994,-73.9850507
845,40.8208228,-73.9508143
846,40.8146596,-73.9362311
847,40.8159970,-73.9393897
848,40.8172707,-73.9423994
849,40.8182343,-73.9527209
850,40.8134039,-73.9412735
851,40.8146749,-73.9442780
852,40.7232849,-74.0080097
853,40.7236291,-74.0113646
854,40.7221396,-74.0097659
855,40.7247725,-74.0092994
856,40.7296297,-74.0083997
857,40.7070863,-74.0139687
858,40.7062925,-74.0143097
859,40.8518669,-73.9281588
860,40.7213301,-74.0083433
861,40.7216343,-74.0117703
862,40.7161930,-74.0092010
863,40.7179250,-74.0089430
864,40.7182739,-74.0088803
865,40.7186420,-74.0088190
866,40.7190290,-74.0087470
867,40.7192960,-74.0086990
868,40.7199619,-74.0085823
869,40.7226441,-74.0081187
870,40.7251920,-74.0076690
871,40.7258538,-74.0075547
872,40.7266010,-74.0074233
873,40.7273280,-74.0073052
874,40.7280500,-74.0072030
875,40.7302239,-74.0068382
876,40.7309450,-74.0067209
877,40.7316700,-74.0066039
878,40.7324250,-74.0064889
879,40.7330550,-74.0063829
880,40.7337430,-74.0062792
881,40.7344390,-74.0061609
882,40.7351330,-74.0060475
883,40.7358460,-74.0059318
884,40.7365313,-74.0058168
885,40.7408505,-74.0051265
886,40.7655180,-73.9720990
887,40.7648423,-73.9704968
888,40.7641179,-73.9687667
889,40.7634817,-73.9672707
890,40.7628079,-73.9656659
891,40.7618673,-73.9634382
892,40.7834682,-73.9590068
893,40.7827919,-73.9574044
894,40.7820712,-73.9556914
895,40.7814292,-73.9541758
896,40.7807525,-73.9525725
897,40.7798089,-73.9503368
898,40.7788085,-73.9479669
899,40.7250234,-74.0058148
900,40.7415369,-73.9875133
901,40.7408251,-73.9858246
902,40.7401675,-73.9842643
903,40.7394963,-73.9826645
904,40.7385557,-73.9804284
905,40.7929670,-73.9520730
906,40.7923122,-73.9504733
907,40.7915793,-73.9487150
908,40.7909323,-73.9472339
909,40.7902593,-73.9456332
910,40.7893159,-73.9433959
911,40.7883247,-73.9410152
912,40.7955873,-73.9501569
913,40.7949118,-73.9485547
914,40.7941882,-73.9467963
915,40.7935499,-73.9453255
916,40.7928745,-73.9437242
917,40.7919080,-73.9415030
918,40.7909050,-73.9391320
919,40.7549314,-73.9628640
920,40.8077130,-73.9413180
921,40.8090360,-73.9444540
922,40.8103095,-73.9474471
923,40.7446233,-73.9852457
924,40.7439209,-73.9835731
925,40.7432609,-73.9820120
926,40.7425859,-73.9804102
927,40.7416532,-73.9781921
928,40.7406395,-73.9757972
929,40.7234490,-74.0038300
930,40.7273529,-74.0005803
931,40.8449056,-73.9332225
